station_name,address,city,fuel_type,price,google_maps_url
CIRCLE K ULMANIS 1,,,petrol_95,1.814,
CIRCLE K LIEPĀJA 1,,,petrol_95,1.814,
CIRCLE K ZIEPNIEKKALNS,,,petrol_95,1.814,
CIRCLE K ULMANIS 2,,,petrol_95,1.814,
CIRCLE K IMANTA,,,petrol_95,1.814,
